"DTI_CL_INDICADOR","Indicator","DTI_CL_TRIMESTRE_MOVIL","Mobile Quarter","DTI_CL_REGION","Region","DTI_CL_SEXO","Sex","Value","Flag Codes","Flags"
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL09","Region of La Araucanía","_T","Total",475.212244123891,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL09","Region of La Araucanía","M","Male",274.125027361319,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL09","Region of La Araucanía","F","Female",201.087216762572,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL14","Region of Los Ríos","_T","Total",182.30114607171,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL14","Region of Los Ríos","M","Male",107.301491343348,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL14","Region of Los Ríos","F","Female",74.9996547283616,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL10","Region of Los Lagos","_T","Total",413.756353161102,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL10","Region of Los Lagos","M","Male",243.060206104768,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL10","Region of Los Lagos","F","Female",170.696147056334,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",55.9116222467376,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",31.4798157824109,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",24.4318064643267,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",84.5614934444069,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",51.8163646931126,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V09","2014 aug-oct","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",32.7451287512944,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","_T","Nationwide total","_T","Total",8751.59171289018,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","_T","Nationwide total","M","Male",5101.50018866875,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","_T","Nationwide total","F","Female",3650.09152422143,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL15","Region of Arica y Parinacota","_T","Total",104.553057144895,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL15","Region of Arica y Parinacota","M","Male",62.4777043195861,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL15","Region of Arica y Parinacota","F","Female",42.0753528253093,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL01","Region of Tarapacá","_T","Total",154.49178178599,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL01","Region of Tarapacá","M","Male",95.5858218840744,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL01","Region of Tarapacá","F","Female",58.9059599019156,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL02","Region of Antofagasta","_T","Total",288.07036666144,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL02","Region of Antofagasta","M","Male",179.29793518722,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL02","Region of Antofagasta","F","Female",108.77243147422,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL03","Region of Atacama","_T","Total",145.395725618073,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL03","Region of Atacama","M","Male",88.7011429854834,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL03","Region of Atacama","F","Female",56.6945826325893,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL04","Region of Coquimbo","_T","Total",369.386336262062,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL04","Region of Coquimbo","M","Male",219.262480989015,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL04","Region of Coquimbo","F","Female",150.123855273048,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL05","Region of Valparaíso","_T","Total",882.273711145525,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL05","Region of Valparaíso","M","Male",520.99867610499,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL05","Region of Valparaíso","F","Female",361.275035040535,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL13","Region Metropolitana de Santiago","_T","Total",3706.7322892551,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL13","Region Metropolitana de Santiago","M","Male",2095.3791445399,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL13","Region Metropolitana de Santiago","F","Female",1611.35314471521,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",443.296199226223,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",265.997980588038,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",177.298218638185,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL07","Region of Maule","_T","Total",499.614364349815,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL07","Region of Maule","M","Male",302.854184449875,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL07","Region of Maule","F","Female",196.76017989994,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL16","Region of Ñuble","_T","Total",227.250411410519,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL16","Region of Ñuble","M","Male",134.288858845281,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL16","Region of Ñuble","F","Female",92.9615525652376,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL08","Region of Biobío","_T","Total",711.408866915482,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL08","Region of Biobío","M","Male",423.246578179145,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL08","Region of Biobío","F","Female",288.162288736337,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL09","Region of La Araucanía","_T","Total",471.071105077976,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL09","Region of La Araucanía","M","Male",271.913140771905,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL09","Region of La Araucanía","F","Female",199.157964306071,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL14","Region of Los Ríos","_T","Total",185.812301496196,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL14","Region of Los Ríos","M","Male",110.545310282011,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL14","Region of Los Ríos","F","Female",75.2669912141846,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL10","Region of Los Lagos","_T","Total",418.909230509079,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL10","Region of Los Lagos","M","Male",246.582966779623,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL10","Region of Los Lagos","F","Female",172.326263729456,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",56.7610389922733,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",31.9330726477792,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",24.8279663444941,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",86.5649270395284,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",52.4351901148293,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V10","2014 sep-nov","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",34.1297369246992,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","_T","Nationwide total","_T","Total",8795.42927916722,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","_T","Nationwide total","M","Male",5134.32858608743,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","_T","Nationwide total","F","Female",3661.10069307979,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL15","Region of Arica y Parinacota","_T","Total",104.356932934323,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL15","Region of Arica y Parinacota","M","Male",63.1940556512631,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL15","Region of Arica y Parinacota","F","Female",41.16287728306,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL01","Region of Tarapacá","_T","Total",157.275804295041,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL01","Region of Tarapacá","M","Male",97.5687477492504,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL01","Region of Tarapacá","F","Female",59.7070565457909,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL02","Region of Antofagasta","_T","Total",286.33057691678,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL02","Region of Antofagasta","M","Male",176.509537530511,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL02","Region of Antofagasta","F","Female",109.82103938627,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL03","Region of Atacama","_T","Total",145.285725049837,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL03","Region of Atacama","M","Male",88.4482546556042,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL03","Region of Atacama","F","Female",56.837470394233,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL04","Region of Coquimbo","_T","Total",375.729664251356,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL04","Region of Coquimbo","M","Male",220.072352864678,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL04","Region of Coquimbo","F","Female",155.657311386677,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL05","Region of Valparaíso","_T","Total",885.533189819417,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL05","Region of Valparaíso","M","Male",522.586425643959,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL05","Region of Valparaíso","F","Female",362.946764175457,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL13","Region Metropolitana de Santiago","_T","Total",3704.86585924968,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL13","Region Metropolitana de Santiago","M","Male",2105.45753739783,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL13","Region Metropolitana de Santiago","F","Female",1599.40832185184,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",450.103632273001,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",268.548802400216,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",181.554829872785,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL07","Region of Maule","_T","Total",513.19955001831,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL07","Region of Maule","M","Male",307.072762634683,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL07","Region of Maule","F","Female",206.126787383627,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL16","Region of Ñuble","_T","Total",234.011745123398,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL16","Region of Ñuble","M","Male",138.953819909754,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL16","Region of Ñuble","F","Female",95.057925213644,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL08","Region of Biobío","_T","Total",723.253916434113,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL08","Region of Biobío","M","Male",431.526257234882,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL08","Region of Biobío","F","Female",291.72765919923,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL09","Region of La Araucanía","_T","Total",468.309156905682,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL09","Region of La Araucanía","M","Male",271.674597199125,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL09","Region of La Araucanía","F","Female",196.634559706557,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL14","Region of Los Ríos","_T","Total",186.954393485737,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL14","Region of Los Ríos","M","Male",110.665511382942,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL14","Region of Los Ríos","F","Female",76.2888821027957,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL10","Region of Los Lagos","_T","Total",417.054416707933,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL10","Region of Los Lagos","M","Male",247.98866262448,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL10","Region of Los Lagos","F","Female",169.065754083453,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",56.0847137947808,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",31.7829290084326,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",24.3017847863482,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",87.0800019078377,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",52.2783321998143,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V11","2014 oct-dec","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",34.8016697080234,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","_T","Nationwide total","_T","Total",8807.57866052892,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","_T","Nationwide total","M","Male",5163.77837286556,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","_T","Nationwide total","F","Female",3643.80028766336,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL15","Region of Arica y Parinacota","_T","Total",104.52466739009,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL15","Region of Arica y Parinacota","M","Male",63.3278060339576,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL15","Region of Arica y Parinacota","F","Female",41.1968613561321,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL01","Region of Tarapacá","_T","Total",157.810572078115,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL01","Region of Tarapacá","M","Male",98.5303840865216,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL01","Region of Tarapacá","F","Female",59.280187991593,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL02","Region of Antofagasta","_T","Total",287.453403455056,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL02","Region of Antofagasta","M","Male",181.028606289775,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL02","Region of Antofagasta","F","Female",106.42479716528,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL03","Region of Atacama","_T","Total",142.595089082832,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL03","Region of Atacama","M","Male",87.3569485274041,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL03","Region of Atacama","F","Female",55.2381405554275,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL04","Region of Coquimbo","_T","Total",380.225242102257,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL04","Region of Coquimbo","M","Male",223.595245025474,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL04","Region of Coquimbo","F","Female",156.629997076784,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL05","Region of Valparaíso","_T","Total",889.865450968041,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL05","Region of Valparaíso","M","Male",523.404818561781,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL05","Region of Valparaíso","F","Female",366.460632406261,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL13","Region Metropolitana de Santiago","_T","Total",3691.20248395748,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL13","Region Metropolitana de Santiago","M","Male",2114.01695492462,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL13","Region Metropolitana de Santiago","F","Female",1577.18552903286,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",454.815700055836,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",274.11774817685,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",180.697951878986,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL07","Region of Maule","_T","Total",522.212872915426,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL07","Region of Maule","M","Male",309.720327689372,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL07","Region of Maule","F","Female",212.492545226054,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL16","Region of Ñuble","_T","Total",237.838431110832,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL16","Region of Ñuble","M","Male",139.860917883092,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL16","Region of Ñuble","F","Female",97.9775132277406,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL08","Region of Biobío","_T","Total",717.661280291352,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL08","Region of Biobío","M","Male",430.076835328754,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL08","Region of Biobío","F","Female",287.584444962597,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL09","Region of La Araucanía","_T","Total",463.827404147074,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL09","Region of La Araucanía","M","Male",271.48855147052,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL09","Region of La Araucanía","F","Female",192.338852676554,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL14","Region of Los Ríos","_T","Total",196.023432784763,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL14","Region of Los Ríos","M","Male",114.685443739871,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL14","Region of Los Ríos","F","Female",81.3379890448912,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL10","Region of Los Lagos","_T","Total",418.377720997233,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL10","Region of Los Lagos","M","Male",249.02023507285,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL10","Region of Los Lagos","F","Female",169.357485924383,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",55.6593303643103,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",31.8063978888624,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",23.8529324754479,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",87.4855788282318,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",51.7411521658532,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2014-V12","2014 nov-jan","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",35.7444266623786,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","_T","Nationwide total","_T","Total",8810.69914600198,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","_T","Nationwide total","M","Male",5167.37538508764,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","_T","Nationwide total","F","Female",3643.32376091433,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL15","Region of Arica y Parinacota","_T","Total",104.344679800609,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL15","Region of Arica y Parinacota","M","Male",63.3897241153066,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL15","Region of Arica y Parinacota","F","Female",40.9549556853028,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL01","Region of Tarapacá","_T","Total",157.471399201452,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL01","Region of Tarapacá","M","Male",97.3667200610162,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL01","Region of Tarapacá","F","Female",60.1046791404358,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL02","Region of Antofagasta","_T","Total",288.834903061977,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL02","Region of Antofagasta","M","Male",181.874659279593,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL02","Region of Antofagasta","F","Female",106.960243782384,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL03","Region of Atacama","_T","Total",136.671098051917,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL03","Region of Atacama","M","Male",84.3538537878291,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL03","Region of Atacama","F","Female",52.317244264088,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL04","Region of Coquimbo","_T","Total",377.890218311259,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL04","Region of Coquimbo","M","Male",224.757568230976,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL04","Region of Coquimbo","F","Female",153.132650080283,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL05","Region of Valparaíso","_T","Total",899.73492562315,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL05","Region of Valparaíso","M","Male",524.767496687048,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL05","Region of Valparaíso","F","Female",374.967428936102,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL13","Region Metropolitana de Santiago","_T","Total",3688.64944043704,,
"ENE_FDT_P2017","Labour force (2017-based projections)","2015-V01","2015 dec-feb","CHL13","Region Metropolitana de Santiago","M","Male",2106.64296814393,,
