"DTI_CL_INDICADOR","Indicator","DTI_CL_TRIMESTRE_MOVIL","Mobile trimester","DTI_CL_REGION","Region","DTI_CL_SEXO","Sex","Value","Flag Codes","Flags"
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL04","Region of Coquimbo","F","Female",47.5550846944017,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL05","Region of Valparaíso","_T","Total",55.6828232191508,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL05","Region of Valparaíso","M","Male",66.086636024131,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL05","Region of Valparaíso","F","Female",45.9133818899045,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL13","Region Metropolitana de Santiago","_T","Total",60.668313399197,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL13","Region Metropolitana de Santiago","M","Male",69.0237967224411,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL13","Region Metropolitana de Santiago","F","Female",52.6535963853416,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",55.269471833757,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",66.8536888807376,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",43.7941584724255,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL07","Region of Maule","_T","Total",54.8838862136823,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL07","Region of Maule","M","Male",67.796149794035,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL07","Region of Maule","F","Female",42.6175840243738,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL16","Region of Ñuble","_T","Total",52.9472877306777,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL16","Region of Ñuble","M","Male",65.6686384272139,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL16","Region of Ñuble","F","Female",41.2992310191142,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL08","Region of Biobío","_T","Total",52.5033613657646,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL08","Region of Biobío","M","Male",63.2711957548797,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL08","Region of Biobío","F","Female",42.4775676074669,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL09","Region of La Araucanía","_T","Total",54.0358341223687,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL09","Region of La Araucanía","M","Male",65.3540015069026,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL09","Region of La Araucanía","F","Female",43.4265616986182,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL14","Region of Los Ríos","_T","Total",56.8910649301354,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL14","Region of Los Ríos","M","Male",66.9711484739715,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL14","Region of Los Ríos","F","Female",47.3400691814288,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL10","Region of Los Lagos","_T","Total",58.3922930793931,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL10","Region of Los Lagos","M","Male",69.6451289353898,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL10","Region of Los Lagos","F","Female",47.3654371434804,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",69.2495894925793,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",77.908967611761,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",60.4131534385157,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",65.9963247133515,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",75.6400879907331,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V05","2019 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",56.0375999107017,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","_T","Nationwide total","_T","Total",57.9399447439782,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","_T","Nationwide total","M","Male",67.9290280239113,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","_T","Nationwide total","F","Female",48.3669576741393,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL15","Region of Arica y Parinacota","_T","Total",57.8536365474825,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL15","Region of Arica y Parinacota","M","Male",66.3143331025022,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL15","Region of Arica y Parinacota","F","Female",49.405362902253,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL01","Region of Tarapacá","_T","Total",63.539498565059,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL01","Region of Tarapacá","M","Male",72.5106375995807,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL01","Region of Tarapacá","F","Female",54.4315387955252,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL02","Region of Antofagasta","_T","Total",61.2304688531808,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL02","Region of Antofagasta","M","Male",72.6718375962098,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL02","Region of Antofagasta","F","Female",49.7195080720904,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL03","Region of Atacama","_T","Total",61.86633450842,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL03","Region of Atacama","M","Male",71.4138163178157,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL03","Region of Atacama","F","Female",52.1647191458031,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL04","Region of Coquimbo","_T","Total",59.0986047618771,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL04","Region of Coquimbo","M","Male",70.7554034069604,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL04","Region of Coquimbo","F","Female",48.108087718718,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL05","Region of Valparaíso","_T","Total",55.4385274187434,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL05","Region of Valparaíso","M","Male",65.6121890323915,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL05","Region of Valparaíso","F","Female",45.8845258329546,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL13","Region Metropolitana de Santiago","_T","Total",60.493532534593,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL13","Region Metropolitana de Santiago","M","Male",69.289230965954,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL13","Region Metropolitana de Santiago","F","Female",52.0540164726746,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",54.5883748047377,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",66.3653504355465,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",42.9199407979522,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL07","Region of Maule","_T","Total",54.221964699049,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL07","Region of Maule","M","Male",66.5098556587167,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL07","Region of Maule","F","Female",42.5481640047974,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL16","Region of Ñuble","_T","Total",51.883603082477,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL16","Region of Ñuble","M","Male",62.9628478281326,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL16","Region of Ñuble","F","Female",41.7429200706996,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL08","Region of Biobío","_T","Total",52.743986519373,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL08","Region of Biobío","M","Male",63.0600304266419,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL08","Region of Biobío","F","Female",43.139494248877,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL09","Region of La Araucanía","_T","Total",53.2964430604936,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL09","Region of La Araucanía","M","Male",64.3832083479622,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL09","Region of La Araucanía","F","Female",42.9036824397954,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL14","Region of Los Ríos","_T","Total",57.2905185631979,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL14","Region of Los Ríos","M","Male",67.9233806226541,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL14","Region of Los Ríos","F","Female",47.2179025086185,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL10","Region of Los Lagos","_T","Total",57.9726550936212,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL10","Region of Los Lagos","M","Male",68.9104247255531,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL10","Region of Los Lagos","F","Female",47.2553872455899,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",67.4234988465846,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",74.855790238689,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",59.8382684756586,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",65.5070770644953,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",75.0636306898633,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V06","2019 may-jul","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",55.6384152055689,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","_T","Nationwide total","_T","Total",57.9490847637344,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","_T","Nationwide total","M","Male",67.8898168436429,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","_T","Nationwide total","F","Female",48.4215879758359,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL15","Region of Arica y Parinacota","_T","Total",57.996737732016,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL15","Region of Arica y Parinacota","M","Male",66.0976072863976,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL15","Region of Arica y Parinacota","F","Female",49.9052494689187,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL01","Region of Tarapacá","_T","Total",61.78537261014,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL01","Region of Tarapacá","M","Male",70.1605688317416,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL01","Region of Tarapacá","F","Female",53.2852806641309,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL02","Region of Antofagasta","_T","Total",61.5207401470426,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL02","Region of Antofagasta","M","Male",72.2983660769618,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL02","Region of Antofagasta","F","Female",50.6813195313907,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL03","Region of Atacama","_T","Total",61.005648621543,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL03","Region of Atacama","M","Male",70.8122833095327,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL03","Region of Atacama","F","Female",51.0415359669397,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL04","Region of Coquimbo","_T","Total",58.887328203742,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL04","Region of Coquimbo","M","Male",70.1626803556397,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL04","Region of Coquimbo","F","Female",48.2585130137836,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL05","Region of Valparaíso","_T","Total",55.7474018512383,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL05","Region of Valparaíso","M","Male",66.4165696021766,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL05","Region of Valparaíso","F","Female",45.7267489491024,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL13","Region Metropolitana de Santiago","_T","Total",60.3554491633812,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL13","Region Metropolitana de Santiago","M","Male",69.1672814027133,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL13","Region Metropolitana de Santiago","F","Female",51.8980261562032,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",55.9612104684331,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",67.3325543656265,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",44.6957399025165,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL07","Region of Maule","_T","Total",54.8899234587594,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL07","Region of Maule","M","Male",66.7230430608075,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL07","Region of Maule","F","Female",43.6510590132186,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL16","Region of Ñuble","_T","Total",52.5542223727663,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL16","Region of Ñuble","M","Male",62.7856412789162,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL16","Region of Ñuble","F","Female",43.1903500278594,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL08","Region of Biobío","_T","Total",52.5098204245841,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL08","Region of Biobío","M","Male",62.8439001907168,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL08","Region of Biobío","F","Female",42.8884177876249,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL09","Region of La Araucanía","_T","Total",52.6015396853445,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL09","Region of La Araucanía","M","Male",63.5692382954959,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL09","Region of La Araucanía","F","Female",42.3214180265275,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL14","Region of Los Ríos","_T","Total",57.0150151631455,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL14","Region of Los Ríos","M","Male",67.9882507393446,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL14","Region of Los Ríos","F","Female",46.6222891760987,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL10","Region of Los Lagos","_T","Total",58.4136301357469,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL10","Region of Los Lagos","M","Male",69.7169955466402,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL10","Region of Los Lagos","F","Female",47.337494397815,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",66.7025647561142,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",73.010459477484,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",60.2653048662707,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",64.9992276608372,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",74.833754249531,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V07","2019 jun-aug","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",54.8444547490761,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","_T","Nationwide total","_T","Total",58.3137263315558,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","_T","Nationwide total","M","Male",68.4164919090093,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","_T","Nationwide total","F","Female",48.6303098724192,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL15","Region of Arica y Parinacota","_T","Total",58.166321266703,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL15","Region of Arica y Parinacota","M","Male",67.0206814606728,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL15","Region of Arica y Parinacota","F","Female",49.3197502215418,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL01","Region of Tarapacá","_T","Total",61.6875881845449,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL01","Region of Tarapacá","M","Male",70.1382995157327,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL01","Region of Tarapacá","F","Female",53.1117063324535,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL02","Region of Antofagasta","_T","Total",61.2832441038712,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL02","Region of Antofagasta","M","Male",72.8232138991881,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL02","Region of Antofagasta","F","Female",49.6796503257403,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL03","Region of Atacama","_T","Total",61.4769854552867,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL03","Region of Atacama","M","Male",70.8686659312375,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL03","Region of Atacama","F","Female",51.935998925631,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL04","Region of Coquimbo","_T","Total",58.748254721325,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL04","Region of Coquimbo","M","Male",68.9887995345237,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL04","Region of Coquimbo","F","Female",49.0944972048507,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL05","Region of Valparaíso","_T","Total",56.6592282060215,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL05","Region of Valparaíso","M","Male",67.2320152866643,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL05","Region of Valparaíso","F","Female",46.7297331552646,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL13","Region Metropolitana de Santiago","_T","Total",60.9798699282488,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL13","Region Metropolitana de Santiago","M","Male",70.0045108518509,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL13","Region Metropolitana de Santiago","F","Female",52.3162298907071,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",55.3215271984214,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",67.5417454362861,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",43.2137596381414,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL07","Region of Maule","_T","Total",54.8811556591532,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL07","Region of Maule","M","Male",66.4956018978097,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL07","Region of Maule","F","Female",43.8518708359293,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL16","Region of Ñuble","_T","Total",52.8414268398729,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL16","Region of Ñuble","M","Male",63.8028812172384,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL16","Region of Ñuble","F","Female",42.8114975628408,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL08","Region of Biobío","_T","Total",52.6738305258543,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL08","Region of Biobío","M","Male",62.6312547143244,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL08","Region of Biobío","F","Female",43.4040927835526,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL09","Region of La Araucanía","_T","Total",52.953672303741,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL09","Region of La Araucanía","M","Male",64.5552451607664,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL09","Region of La Araucanía","F","Female",42.0787833680652,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL14","Region of Los Ríos","_T","Total",56.7994816042646,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL14","Region of Los Ríos","M","Male",68.5613823902575,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL14","Region of Los Ríos","F","Female",45.6597180569863,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL10","Region of Los Lagos","_T","Total",58.6120859450424,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL10","Region of Los Lagos","M","Male",70.4157155498498,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL10","Region of Los Lagos","F","Female",47.0478384350988,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",66.8326767881931,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",72.8178843226835,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",60.7261415816457,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",65.2442352302887,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",75.9367669983893,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V08","2019 jul-sep","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",54.204482508579,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V09","2019 aug-oct","_T","Nationwide total","_T","Total",58.1731405490125,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V09","2019 aug-oct","_T","Nationwide total","M","Male",68.4819732123036,,
"ENE_TO_P2017","Employment rate (2017-based projections)","2019-V09","2019 aug-oct","_T","Nationwide total","F","Female",48.2917325964134,,
